iter	MultiClass
452	0.3352100998
453	0.3345816813
454	0.3341348479
455	0.3338442447
456	0.3330368121
457	0.3325900902
458	0.3323088635
459	0.3320602053
460	0.3314824166
461	0.3309760168
462	0.3306406699
463	0.3303663859
464	0.3299043402
465	0.3293116118
466	0.3288291788
467	0.3282256379
468	0.3279442748
469	0.3275215145
470	0.3272034024
471	0.3268184633
472	0.3261172001
473	0.3256591905
474	0.3250672094
475	0.3247086337
476	0.3243270251
477	0.3236639654
478	0.3233221871
479	0.3229531462
480	0.3226934086
481	0.3222376095
482	0.322007589
483	0.3215400346
484	0.3209992815
485	0.3206165923
486	0.3200677211
487	0.3194307876
488	0.3189755837
489	0.318505047
490	0.3178138236
491	0.3172251438
492	0.3165271246
493	0.315994233
494	0.3157724074
495	0.315244959
496	0.3148937784
497	0.3143837857
498	0.3136392265
499	0.3133566525
500	0.3127238413
501	0.3122988446
502	0.3118579552
503	0.3113199737
504	0.3109305391
505	0.3106688857
506	0.3104077816
507	0.3101737234
508	0.3096060494
509	0.3088731539
510	0.3082235029
511	0.3079118919
512	0.307581797
513	0.3068319123
514	0.3062459847
515	0.305625728
516	0.3052483615
517	0.3050863923
518	0.3046981294
519	0.3042272267
520	0.3038996687
521	0.303592307
522	0.3033864565
523	0.303085892
524	0.3027958234
525	0.3022788628
526	0.3020148984
527	0.3017762374
528	0.3013570243
529	0.3009380239
530	0.3006483844
531	0.300335389
532	0.2999991055
533	0.2994943335
534	0.2990861237
535	0.2984897171
536	0.2982122676
537	0.2979151083
538	0.2970519216
539	0.2967472944
540	0.2964296384
541	0.2959598318
542	0.2953827096
543	0.2949492712
544	0.2942385107
545	0.2939646442
546	0.2938508141
547	0.2932998907
548	0.2928199875
549	0.2923523527
550	0.2920240043
551	0.2917257584
552	0.2913340659
553	0.2907739835
554	0.2903096374
555	0.2898531918
556	0.2896150236
557	0.2890951106
558	0.288644577
559	0.2883948741
560	0.2879890063
561	0.2876455502
562	0.2871720633
563	0.2866001536
564	0.2862397891
565	0.2857437493
566	0.2854403092
567	0.2850260519
568	0.2847887952
569	0.2844415129
570	0.284157351
571	0.2837688348
572	0.2833705204
573	0.2829957625
574	0.2823095992
575	0.2818709526
576	0.2814714593
577	0.2812108103
578	0.2808574734
579	0.2804619338
580	0.2800574524
581	0.2794361065
582	0.2791617731
583	0.2786601646
584	0.2784052404
585	0.2781917823
586	0.27782466
587	0.2775321062
588	0.2773208286
589	0.2769808864
590	0.2767215884
591	0.2761986487
592	0.2755706736
593	0.275043347
594	0.2746729562
595	0.2743995569
596	0.2740548918
597	0.2737316471
598	0.2732645093
599	0.2730091024
600	0.272721414
601	0.2724458936
602	0.27226707
603	0.2718357645
604	0.2715966509
605	0.2713133864
606	0.2710257804
607	0.2703862373
608	0.2700893861
609	0.2695835608
610	0.2689380634
611	0.2683969581
612	0.2681847901
613	0.2679669684
614	0.2676002505
615	0.2671763261
616	0.2669463347
617	0.2665826402
618	0.2663284155
619	0.2657670796
620	0.2654884559
621	0.2653280638
622	0.2649299786
623	0.2646216998
624	0.2643182462
625	0.2641073549
626	0.2637459028
627	0.2634411215
628	0.2631908095
629	0.2628879379
630	0.2626837849
631	0.2622077524
632	0.2619335536
633	0.2614671393
634	0.2612456962
635	0.2608762892
636	0.2605752774
637	0.2603356986
638	0.2598974609
639	0.2596098719
640	0.2593084981
641	0.2588274394
642	0.2584501499
643	0.258211895
644	0.2578397905
645	0.2576335417
646	0.2573371327
647	0.2567506635
648	0.2565785301
649	0.2561614406
650	0.2558327165
651	0.2555977891
652	0.2553132017
653	0.2550051161
654	0.2547528969
655	0.2545011849
656	0.254238636
657	0.2539718723
658	0.2533126929
659	0.2531445689
660	0.252752026
661	0.2525278136
662	0.2520261808
663	0.2516749058
664	0.2514851378
665	0.2511447399
666	0.2507745762
667	0.2503967966
668	0.2500144541
669	0.2498229523
670	0.2494917573
671	0.2489697236
672	0.2485975944
673	0.2482648214
674	0.2479112954
675	0.2476480253
676	0.2472379961
677	0.2470252942
678	0.2468671297
679	0.2465796454
680	0.2463945831
681	0.2461575608
682	0.245698927
683	0.2452891645
684	0.2447951598
685	0.2445333427
686	0.2440801549
687	0.2438545167
688	0.2435884643
689	0.2432390931
690	0.2430085147
691	0.2427711876
692	0.2424824636
693	0.2422595645
694	0.2419971315
695	0.241889824
696	0.2417240872
697	0.2414834658
698	0.2411931754
699	0.2408628185
700	0.240602316
701	0.2403337215
702	0.2401720964
703	0.2400252285
704	0.2396875316
705	0.2394203109
706	0.2392679784
707	0.2390452028
708	0.2387084712
709	0.2383699707
710	0.2379938437
711	0.2378061008
712	0.2377253461
713	0.2373905973
714	0.2370618026
715	0.236669121
716	0.2364185326
717	0.2362776802
718	0.236050196
719	0.235847981
720	0.235430598
721	0.2348746348
722	0.2346597301
723	0.2344794973
724	0.2341866659
725	0.2338658165
726	0.2335339463
727	0.2332176936
728	0.2330326193
729	0.2327766763
730	0.2324834271
731	0.2322772988
732	0.2320332801
733	0.2317626307
734	0.2316538354
735	0.231367981
736	0.2309276713
737	0.2306549775
738	0.2304869721
739	0.2301491067
740	0.2298161155
741	0.2295578337
742	0.2294096665
743	0.2291777294
744	0.2289523837
745	0.2287571787
746	0.228549722
747	0.2282866728
748	0.2279644763
749	0.227747003
750	0.2273665815
751	0.2270657118
752	0.2268228925
753	0.2265334265
754	0.2262920012
755	0.2259947517
756	0.2256050769
757	0.2254859004
758	0.2252313869
759	0.2250071918
760	0.2248141977
761	0.2244876237
762	0.2241921147
763	0.2240359352
764	0.2238626167
765	0.2236665565
766	0.2234879618
767	0.2232262187
768	0.2229308454
769	0.2227028364
770	0.2225339146
771	0.2223174431
772	0.2220750778
773	0.2217199758
774	0.2215312639
775	0.2214291139
776	0.2211738659
777	0.2209656567
778	0.2206446106
779	0.2204139316
780	0.2201556826
781	0.2198616692
782	0.2195703306
783	0.2193766791
784	0.2190151083
785	0.2188505844
786	0.2186227286
787	0.2184850544
788	0.2181466433
789	0.2179609167
790	0.217836013
791	0.2176813327
792	0.2174962087
793	0.2172115605
794	0.216990535
795	0.2168353709
796	0.2165415107
797	0.2163003062
798	0.216161544
799	0.2158561742
800	0.2156245331
801	0.2154359625
802	0.21512366
803	0.2148582912
804	0.2146713197
805	0.2145241902
806	0.2143202697
807	0.2142079756
808	0.2139241886
809	0.2136171167
810	0.2134338039
811	0.2132978343
812	0.2130925491
813	0.2128078717
814	0.212466405
815	0.2123035096
816	0.2120385546
817	0.2119006589
818	0.2116554515
819	0.2114680202
820	0.2111684444
821	0.210918701
822	0.210709758
823	0.2106092655
824	0.2103564635
825	0.2100523497
826	0.2099200337
827	0.2094854241
828	0.2093993876
829	0.2091973108
830	0.2088463266
831	0.2086869036
832	0.2084842876
833	0.2082784054
834	0.2080321475
835	0.2077810309
836	0.2075770931
837	0.2072510185
838	0.2071575837
839	0.2068339729
840	0.2066443237
841	0.2064696449
842	0.2063759774
843	0.2062055578
844	0.2060089343
845	0.2055303089
846	0.2053785609
847	0.2052171664
848	0.204858901
849	0.2045828512
850	0.2043818242
851	0.2042567871
852	0.2040863667
853	0.2038310993
854	0.2035855512
855	0.2032405354
856	0.2031521426
857	0.2029639274
858	0.2027937395
859	0.2027007938
860	0.2025318297
861	0.2022136709
862	0.2021189807
863	0.2018135422
864	0.2016621952
865	0.2015245737
866	0.2014043799
867	0.201282801
868	0.2011756628
869	0.2009701583
870	0.2007485383
871	0.2004631047
872	0.2001283699
873	0.199887179
874	0.1996267169
875	0.1992808415
876	0.1991388713
877	0.19896473
878	0.1987362204
879	0.1984924668
880	0.1981929742
881	0.1979995133
882	0.1977747424
883	0.1976492963
884	0.1974501514
885	0.1971661517
886	0.1969281273
887	0.1967076617
888	0.1964787987
889	0.1963173476
890	0.1961776752
891	0.1960695389
892	0.1958874154
893	0.1955581444
894	0.1951781692
895	0.1948955323
896	0.1947069524
897	0.1946243065
898	0.1942170612
899	0.1938339289
900	0.1936692498
901	0.1933818964
902	0.1931545643
903	0.1929933221
904	0.1928574044
905	0.1926607075
906	0.1924503164
907	0.1923113749
908	0.1922322957
909	0.1919993105
910	0.1917904015
911	0.1915671548
912	0.1914596401
913	0.1911383563
914	0.1909304853
915	0.1907569939
916	0.1905779229
917	0.1903839521
918	0.1902743136
919	0.1901559542
920	0.1900711022
921	0.1897377092
922	0.1895813526
923	0.1894249008
924	0.1891392855
925	0.1889193851
926	0.188834201
927	0.1886762526
928	0.1885105272
929	0.1882491824
930	0.1881198628
931	0.1879813173
932	0.1877554404
933	0.1874644362
934	0.1873639982
935	0.1870879613
936	0.1869827177
937	0.1867727814
938	0.1866408204
939	0.186461551
940	0.1863206947
941	0.1861879512
942	0.1860549395
943	0.1859394705
944	0.1858275949
945	0.1856623173
946	0.1855519501
947	0.185467438
948	0.1852207178
949	0.1850488081
950	0.1846654522
951	0.184380751
952	0.184208517
953	0.1840583081
954	0.1839238203
955	0.183797562
956	0.1836622597
957	0.183502676
958	0.1834166763
959	0.1832832743
960	0.1831169516
961	0.1828387448
962	0.1826609863
963	0.1825321819
964	0.1823444339
965	0.1821801971
966	0.1820454594
967	0.1818851316
968	0.1817411239
969	0.1815965655
970	0.1814596616
971	0.1813254456
972	0.1812240104
973	0.1810000696
974	0.1808557902
975	0.1806683423
976	0.1804232878
977	0.1802979482
978	0.1800157009
979	0.1799287332
980	0.1797362944
981	0.1796918221
982	0.1795574827
983	0.1793746526
984	0.1792446443
985	0.1791460334
986	0.1788963665
987	0.1787110409
988	0.1785912323
989	0.1784190184
990	0.1782772494
991	0.1780543744
992	0.1779522102
993	0.177846334
994	0.177646906
995	0.1774475716
996	0.1772829467
997	0.1770771094
998	0.1769421283
999	0.1768424115
